comment,PE,EE,SI,FC
"ngakak anjir mas”nya,ketawanya lucu ",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional. boleh lah",0,4,0,0
"ko hasil generatenya suaranya bahasa inggris bang terus?kenapa ya",0,0,0,0
"sangat efektif untuk meningkatkan produktivitas kerja.",0,0,5,0
halo kak pastikan kondisi internet stabil ya kak dan pastikan juga veo 3 nya aktif ya kak. pastikan kakak pakai vpn us juga untuk mengaktifkan veo 3 nya kak. kalau kakak masih bingung bisa cek video ini kak,0,0,0,0
"siap2 zamannya fitnah dajal sudah datang",0,0,0,0
"output-nya kurang akurat buat kebutuhan profesional.",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. mending skip",0,0,0,0
"takut bangetttt",0,0,0,0
"izin belajar ya bang",0,0,0,0
"lanjutkan mas. sangat bermanfaat bagi pemula",2,0,0,0
"user friendly parah,pemula pasti langsung paham. boleh lah",0,4,0,0
"cara buat video biar tidak dibatasi bang..?",0,0,0,0
"udh berhijab y",0,0,0,0
"bagusan video ai ketimbang video hp ku",0,0,0,0
"��",0,0,0,0
"ake hp bisa tidak si?",0,0,0,0
"ai is getting scarier",0,0,0,0
"suaranya sama semua jir setiap video",0,0,0,0
"anjing lah us-israhell gaada berhenti2nya memanipulasi kita",0,0,0,0
"kok bisa bikin lebih dari 8detik",0,0,0,0
pake vpn region usa,0,0,0,0
"tools ini ngebantu banget buat nyelesain tugas kuliah.",0,0,0,0
"ribet bener interfacenya,bingung mau klik mana. laptop spek rendah tetep bisa akses lewat cloud,mantap. anjir",0,0,0,2
"modelan jokowi aja para budak voc bisa tertipu",0,0,0,0
"what….",0,0,0,0
"ada solusi gak?",0,0,0,0
,0,0,0,0
"umdatu as-salik adalah ringkasan fiqih madzhab imam as-syafi'i yang diringkas berdasarkan pendapat yang sahih dalam madzhab menurut ar rafi'i dan an-nawawi atau salah satunya. intinya,jika kita ingin mengetahui pedapat mu'tamad madzhab asy-syafi'i secara kilat dan cepat,maka kitab umdatu as-",0,0,0,0
"@ @ ",0,0,0,0
"berapaan veo 3 sih? pengen,tp takut mahal masih youtuber pemula",0,0,0,0
"yhahaha",0,0,0,0
"api key lagi error kah bang?? pas generate kena limit trus akun studentnya kena tutup google",0,0,0,0
"takuut",0,0,0,0
"digital mendunia",0,0,0,0
"kok gda suaranya ya?? vidio yang kita buat",0,0,0,0
"kok gada button animasikan ya di gambar yang udah di buat",0,0,0,0
"matching outfits\nmatching ideas\nmatching mania mantap",0,0,0,0
"mengalir pahala untuk mu. aamiin...",0,0,0,0
"iya bg",0,0,0,0
"request sriwijaya mbak'e",0,0,0,0
"dajjal: yehee bwooii",0,0,0,0
"bahaya banget tkt org yang pke slh gunakan",0,0,0,0
"bener banget,bang. ini aja masih versi yang proprietary / closed source (veo,sora,dll). bayangin yang versi open source yang tidak ada sensor,beuh ngeri dah. tidak kebayang 3–5 tahun ke depan bakal kayak gimana. pasti makin banyak orang yang dirugikan,terutama buat penipuan sama manipulasi. hati2 ges sekarang mah jangan asal upload foto/video pribadi (terutama yang muka kalian terliat jelas) di sosmed.",0,0,0,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. sayang banget harus pake vpn baru bisa akses. asli",0,0,0,0
"gilaaa,ai ini mengubah zaman bukan memajukan,kalian benar² harua belajar ai bukan lebih bersaing dengn ai",0,0,0,0
"keren channel ini,sangat mengedukasi dan bermanfaat,makasih bang",2,0,5,0
"ini bukannya ilegal ya bang?",0,0,0,0
"saya udh nyoba. tapi kok tidak ada suara nya ya?",0,0,0,0
"makasih orang baik.. sehat selalu",0,0,0,0
"ai akan sangat tidak terkendali,hati-hati dengan semua ini",0,0,0,0
"bang saya login ke gemini tapi pas klik tulisan video yang munculnya veo 2,kalo mau ganti jadi veo 3 gimana ?",0,0,0,0
"cewe yang di ai nya mirip wajah mantanku.",0,0,0,0
"mantap,tak subrek gan",0,0,5,0
"coba video terbaru kami kak. semoga lebih mudah dipahami dan dipraktekan ya ",0,0,0,0
"terimakasih juga kak sudah nonton,silahkan dieksplor kak lebih lanjut",0,0,0,0
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran. parah sih",0,0,5,0
"tools ini ngebantu banget buat nyelesain tugas kuliah. gokil",0,0,5,0
"sdm konoha belum nyampai ia\nmasih meributkan ijasa asli atau palsu ",0,0,0,0
"��",0,0,0,0
"terimakasih tutorialnya kak.. sudah saya coba tapi kok tidak ada suaranya yaa.. gimana solusinya.. terimakasih",0,0,0,0
"iya kelihatan nyata,tapi antreannya pindah sisi jalan dan orang yang nanya berubah jadi perempuan",0,0,0,0
"cara agar bhsa indonesia gimana bang,saya inggris terus",0,0,0,0
"program macam ini,yang biasa dijual di facebook2",0,0,0,0
"langsung kena kartu merah.",0,0,0,0
"tai kau nii",0,0,0,0
"ternyata bnyak jg yang berpikiran sama bahwa ini bsa pembukaan dri fitnah akhir jaman . visual makin di kaburkan mana yang nyata mana yang enggk",0,0,0,0
"kasian banget org jaman dulu yang hrusnya hindu malah jadi islam skrg..",0,0,0,0
"ngebantu cari ide konten pas lagi mampet. viral di tiktok mangkanya nyobain,ternyata emang keren.",0,0,5,0
"user friendly parah,pemula pasti langsung paham. koneksi internet harus stabil biar tidak gagal terus.",0,4,5,0
"hp kentang saya tidak kuat jalanin aplikasi ini. gas terus",0,0,0,0
"ini harus yang berbayar kan ?",0,0,0,0
benar ini cuma pakai prompt dan gemini yang pro (free 1 bulan),0,0,0,0
"timoty ? tenang masi 50% ai\ntunggu 2030",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. wkwk",0,4,0,0
"mjnta promptt nya bang",0,0,0,0
satu hal lagi... tutorial ini juga tidak berlaku bagi orang dengan kapasitas otak yang pas-pasan kayak si fufufafa / samsul ...,0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu. hasil generate-nya oke punya,bikin kerjaan sat set.",0,0,0,0
"om hasil videonya suara orangnya tetap ngga keluar om,kendalanya dmn ya om,klo boleh minta nomer wa ya om..",0,0,0,0
"good job ",0,0,5,0
"itu saya bikin sendiri programnya,silahkan cek",0,0,0,0
"makasih om",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. asli",0,0,0,0
"��​ ",0,0,0,0
"seruuu bangettt pliss ",0,0,5,0
"pakai vpn yang di playstore",0,0,0,0
"tidak guna,malah bikin kerjaan makin numpuk. instalasi vpn-nya bikin pusing tujuh keliling.",0,0,0,0
"google ai studio udah tidak bisa generate ya free nya",0,0,0,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. menu-menunya membingungkan,banyak iklan ganggu.",0,0,0,0
"bang kenapa ya punyaku tidak bisa di download?",0,0,0,0
"coba ikuti panduan manual yang ada di deskripsi kak. kl ttp gabisa,coba pindah folder drive lain",0,0,0,0
"aku oke gaesss",0,0,0,0
"app udah aku extract bang,kok g ada folder services ya bang. mohon arahannya",0,0,0,0
"wah mantap",0,0,5,0
"dihp tidak ketemu bang vpn nya",0,0,0,0
ikuti tutorial video yang ini aja bang,0,0,0,0
"bikin jilboob bisa bang wkwk",0,0,0,0
"",0,0,0,0
"tidak semudah itu menambahkan opsi pembayaran pakai gopay,dana,dll menggunakan beberapa akun gmail... dan memakai secara terus menerus google veo",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",0,0,0,0
"bahaya banget ",0,0,0,0
"ngeri bgt",0,0,0,0
"banyak influencer yang bahas,jadi penasaran. tidak guna,malah bikin kerjaan makin numpuk.",0,0,2,0
"kenapa gw tidak ada suaranya?",0,0,0,0
"bermanfaat,kita subscribe dulu.",2,0,0,0
"justru kebanyakan yang tertipu itu gen tua bangka gaptek kayak lu",0,0,0,0
"kalo dibuat drama kaya drama korea bagus ini era majapahit",0,0,0,0
"simpel dan elegan,navigasinya enak dipandang.",0,0,0,0
"​ bener ane pribadi lebih suka buku fisik,di salah satu negara eropa sekolah2 dasar nerapin lagi buku berbasis cetakan fisik",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. no debat",0,4,0,0
"kenapa vidio ku tidak ada suara nya?",0,0,0,0
"ya pasti berkembanglah kocak",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya.",0,1,0,0
"masih work bang ??",0,0,0,0
"salah satu kelemahan gemini hasil tidak sesuai dengan bentuk bangunan asli. saya pernah mengetik gedung dpr dan monas yang keluar malah bangunan yang asing dan beda jauh sma aslinya. klo di chatgpt hampir 90% mirip dalam bentuk bangunan",0,0,0,0
"pengen ketemu mas owi dan kang wiwin",0,0,0,0
"akun saya sudah pro,tapi belum bisa akses veo 3 bang,via hp...apa memang via hp belum bisa bang...?mohon di bantu menjawab",0,0,0,0
"sekali lagi mohon maaf ",0,0,0,0
"ini wajib pakai desktop atau bisa pakai android kaka",0,0,0,0
"kamu gila bang nalarka,gara² lihat video kmu saya jadi makin ngerti... makasih bang semoga kamu jadi orang kaya.",0,0,0,0
"masih ada beberapa masalah yang bisa keliatan",0,0,0,0
"any tips to generate with bahasa dialogue? mine is always generated without audio if there’s bahasa dialogue in the prompt",0,0,0,0
"iya kak",0,0,0,0
"keren bang...",0,0,5,0
"untuk hidupin orang mati",0,0,0,0
"terimakasih tutornya,sangat bermanfaat",4,0,0,0
"��",0,0,0,0
"ok gan siap,doakan selalu bisa memberikan inspirasi terbaik dan memberikan manfaat buat org banyak...",0,0,5,0
"ko sya bkin malah tidak ada suaranya ya?",0,0,0,0
"tools ini ngebantu banget buat nyelesain tugas kuliah. tidak peduli orang bilang apa,saya tetep nyaman pake ini. boleh lah",0,0,5,0
"koneksi internet harus stabil biar tidak gagal terus. gas terus",0,0,0,0
"gass kak!",0,0,0,0
"info wawancara hayam wuruk kak",0,0,0,0
"terima kasih banyak bang,jelas banget infonya. terbaik ",0,0,5,0
"simpel dan elegan,navigasinya enak dipandang. asli",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. asli",0,0,5,0
"harus pelan pelan ini ngikutin tutor nya,cukup advance",0,0,0,0
"itu dibreload 1bln sekali,solusi gunakan akun gmail lainya kalau punya",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. dosen saya nyaranin pake ini buat riset.",0,0,0,2
"maaf newbie,kalo udah jago bikin konten pake ai,trus dapat duit nya darimana aja bang..? kan wajah kita kaga muncul,kaga ada yang mau endorse",0,0,0,0
coba ikuti tutorial yang ini kak:,0,0,0,0
"bang tolong baca komenku bisa atau tidak dibuat dengan 2 orang atau lebih,misal dengan rafi ahmad bersama denganku dalam satu video kayak gitu,didalam video aku bersalaman dengan rafi ahmad. misalnya begitu,bang tolong tanggapi request aku ya ",0,0,0,0
"ada kak",0,0,0,0
"kayaknya emang udah bisa 1menit bahkan 1jam,tapi emang ditahan dulu,kalau dikeluarin sekarang takutnya kedepannya udah g ada perkembangan lagi,alhasil dapet duit pun berpengaruh",0,0,0,0
"bang kenapa y hasil video yang aku buat berbicara nya dalam bhs inggris. untuk supaya berbicara bahasa indonesia caranya gimana bang mohon bimbingan nya terimakasih sebelumnya ",0,0,0,0
"ngeri jir industri film dewasa",0,0,0,0
"editan kh",0,0,0,0
"kok pas vpnya tidak bisa di akses",0,0,0,0
kalau pakai dekstop emnak tidak langsung muncul menu animasikan harus diarahkan dulu kursor nya ke gambar hasil generate itu nanti muncul menut animasikan dan revisi...,0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. boleh lah",0,0,0,0
"sama nie bg casenya,prmoptnya yang lu kasih error,. ters gw buka gdrive lu jga gga ada iseunya,mintul lagi juragan",0,0,0,0
"ngeri nya media propaganda atau mendia kampanye pemilu",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",0,0,0,2
"videonya bang masyawi saya kira ai juga saking saru nya veo",0,0,0,0
": tetap untuk kalangan yang ber uang saja yang bisa membuat nya yang minim pendapatan.. nanti² dulu saja & sebagai penonton.. jangan mudah langsung percaya tentunya yang berkaitan rada fatal,pikir 2x atau lebih + cari informasi dr sumber lainnya",0,0,0,0
"iya,memang masih ada beberapa yang kurang sempurna ",0,0,0,0
"tidak ada suara nya knp ya",0,0,0,0
"review gym nya kak",0,0,0,0
"pokok nya yang dibuat ai ni...loh kok kenal",0,0,0,0
"dosen saya nyaranin pake ini buat riset. mending skip",0,0,0,0
"gabisa bang,ngelag terus",0,0,0,0
"pake yang pro bg",0,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu.",0,0,0,0
bro ini benar2 ingin semua masyarakat indonesia mempunya penghasilan. karna tdk ada yang bisa di harapkan dr pemerintahan.,0,0,0,0
"api key lagi error kah bang?? pas generate kena limit trus akun studentnya kena tutup google",0,0,0,0
"divideo sudah saya jelaskan,ini saya pakai versi trialnya,kalau mau full unlimited ya sudah bisa dipastikan berbayar",0,0,0,0
"masih bg",0,0,0,0
"yang mana tuh bang yang versi flow",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional.",0,4,0,0
"bnr\ nyata kt sdh d akhir season",0,0,0,0
"penggunaan ai yang sangat inovatif dan kreatif.\nbeginilah seharusnya,memberikan pengetahuan serta pembelajaran yang menarik untuk penonton nya.\nlanjutkan terus kakak",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak.",0,0,0,0
"bikin kyk gini gmn sih? mau gw bikin buat promosi cerita gw yang ada di wp",0,0,0,0
"kenya menurut genz ini masih keliatan ai kita masih bisa ngebedain mana yang ril mana yang ai tapi tidak tau bagi generasi sebelum genz apa lagi emak emak",0,0,0,0
"jadi ini ai?",0,0,0,0
"banyak influencer yang bahas,jadi penasaran.",0,0,0,0
"versi gemini belum bisa,versi yang flow bisa",0,0,0,0
"yoi",0,0,0,0
"bisa konsiten dan kontinue tidak bang hasilnya misal video berlanjut",0,0,0,0
"eh video pertama kek tempt film “keramat 1” tidak sih?",0,0,0,0
"terlalu ribet yaa ",0,0,0,0
"request kak,vlog di era perang dunia 1 atau 2",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. tidak guna,malah bikin kerjaan makin numpuk.",0,4,0,0
"please balik lagi ke jaman 2000an ",0,0,0,0
"terimakasih kak,aamiin",0,0,0,0
"lebay,dichanel laen jg ada sdh seminggu lalu dibhas,dithread byk yang share,digrup fb video editing jg dishare",0,0,0,0
"pastikan ikuti semua langkahnya dengan benar,mungkin masih veo 2",0,0,0,0
"terima kasih infonya",0,0,0,0
"sumpah mantap banget bang",0,0,5,0
"support-nya oke,ada panduan lengkap di websitenya. cara pakainya gampang banget,gak perlu tutorial.",0,1,5,0
"apakah objek orangya tidak bisa di ubah? misalkan seseoranv artis gituh",0,0,0,0
"asli mas,liat kreator lain pelit² bagi ilmu,berbayar semua,auto subscribe ",0,0,0,0
"gw buka geminiservice nya tidak bisa2 pake hp om.bgmn caranya ya",0,0,0,0
"kelas juga ai ya",0,0,0,0
"semua bisa bg veo 2,imagefx,imagen 4 dll,prompt midjourney pun bisa,tinggal bikin perintahnya : buat aplikasi prompt generator untuk mijourney,apalagi ai produk google lebih bagus jadinya",0,0,0,0
"apakah cara ini masih bisa?",0,0,0,0
"",0,0,0,0
"kyk nyaingin ciptaan tuhan gasi?",0,0,0,0
"sederhana aja ini bg,lama2 org2 akan tau jg",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. anjir",0,0,0,2
"banyak influencer yang bahas,jadi penasaran. wkwk",0,0,0,0
"ganti nama ah",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. tools ini ngebantu banget buat nyelesain tugas kuliah. boleh lah",0,0,5,0
"tapi jujur aku sndri tidak terlalu suka dengan adanya ai ini",0,0,0,0
"aku punya ide",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling.",0,0,0,0
"kok basaha saya inggris ya bang",0,0,0,0
"bentar lagi banyak yang nyalah gunain",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. mending skip",0,0,0,2
"ibarat pisau: awalnya dipake tuk berburu binatang,mungkin utk potong sayuran,tapi ada juga penggunanya yang make utk membunuh sesamanya.",0,0,0,0
"bisa buat lagu dengan durasi panjang",0,0,0,0
"itu emak emak ngakak banget",0,0,0,0
"jaman majapahit udh pake scafolding\nai nya mungkin tidak terbayang harus pake teknologi apa buat bangun candi",0,0,0,0
"jirr mulai tidak flat jir ekspresi nya,agak berekspresi. tapi nadanya blm terdengar emosional",0,0,0,0
"untung cuma ai ",0,0,0,0
"kata2 di al quran bener² kejadian semua,masya allah ",0,0,0,0
"bisa lebih dari 8 detik durasinya ?",0,0,0,0
"suaranya khas ai bgt",0,0,0,0
"mukanya kaya tidak asing kaya pernah liat di rl",0,0,0,0
"apakah videonya tidak bisa pakai video wajah kita bang,atau emang random gitu",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. simpel dan elegan,navigasinya enak dipandang.",0,0,5,0
"mempelajari ai generatif dengan gemini api di vertex ai: challenge lab udah pake 5 kredit maseh ada cara no cost ?",0,0,0,0
"sini aku kawanin ",0,0,0,0
"cotoh di chat gpt : a 3d animated scene featuring bang zuma,a strong,wise male character wearing a black mask and urban-style clothes,standing in a calm setting such as a church courtyard or under a tree. he is engaged in a respectful interfaith dialogue with a christian priest. bang zuma speaks firmly but politely in bahasa indonesia: hai pendeta! dalam keyakinan saya,tuhan adalah pencipta langit dan bumi,bukan manusia. the background shows a peaceful setting with sunlight filtering through trees,birds chirping,and a respectful atmosphere of dialogue,not conflict.",0,0,0,0
"iya ad limit bang",0,0,0,0
saya pusing cara bikin promt karen tidak bisa eh ketemu ma channel ini.,0,0,0,0
"makin ngeri ",0,0,0,0
"bagus ihh bayangan kerajaan yang ada di pikiran jadi terwujud lewat ia walaupun nggk sepenuhnya asli,tapi terpenuhi rasa ingin tahu suasana dahulu",0,0,0,0
"maaf bang,kalau videonya mau dibikin portrait pengaturannya dimana ya?",0,0,0,0
"hp kentang saya tidak kuat jalanin aplikasi ini. ribet bener interfacenya,bingung mau klik mana.",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya. gas terus",0,1,0,0
"btw aku suka konten gini bikin banyak orang cerdas terus semangat dan berkarya ya kak",0,0,5,0
"sangat-sangat membantu..terima kasih",0,0,5,0
"tibe gila gelak ",0,0,0,0
"tapi masih keliatan ai nya ini",0,0,0,0
"itung duit *ੈ",0,0,0,0
"pas jadi nya malah detail video yah bukan untuk isi kata² buat si karakter,jadi pas bikin video karakter nya tidak ngomong apa² . apa ada yang salah ya aku buat nya?",0,0,0,0
"ni ai? takut",0,0,0,0
"itu biar orang yang vlog tetep sama gimana yah,setiap buat ganti orang",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. cara pakainya gampang banget,gak perlu tutorial. gokil",5,5,5,5
"laptop spek rendah tetep bisa akses lewat cloud,mantap. no debat",0,0,0,2
"ihhh kayak black mirror",0,0,0,0
"masih bisa di bedakan liat jari cwek yng ngomong",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya. temen-temen kantor udah pada pake,masa saya nggak.",0,1,0,0
"kenapa prompt bahasa inggrisnya masih kecampur dengan bahasa indonesia ya mas punya saya ?",0,0,0,0
"siapa suruh main itu",0,0,0,0
"takut banget astagfirullah ",0,0,1,0
"ini ai? keren juga berasa real life",0,0,0,0
"the real of illuminati",0,0,0,0
"banyakin promt kek gini bang",0,0,0,0
akses tools premium tanpa batas (lifetime access),0,0,0,0
"vpn boy​ ",0,0,0,0
"ribet bener interfacenya,bingung mau klik mana. gokil",0,0,0,0
"tapi sebelumnya mbanya jelasin sudah keliatan tidak real nya",0,0,0,0
"search model : veo 2 g nemu bang",0,0,0,0
itu dari segi non pengguna/penikmat konten.,0,0,0,0
"bukan saja ancaman bagi dunia perfilman. tapi bisa jadi banyak yang menyalahgunakan. mengadu domba",0,0,0,0
"harus pake pc ya kak ? apa bisa pake android ?",0,0,0,0
"wong ngendi mas",0,0,0,0
"anjir kek asli",0,0,0,0
"wajah wajah siapa tuh ",0,0,0,0
"gini ai fungsi nya untuk belajar tidak yang aneh²",0,0,0,0
"makasih infonya,",0,0,0,0
"bang kok punyaku stuck di veo 2",0,0,0,0
"aamiin",0,0,0,0
"ainya teredukasi ",0,0,0,0
"aamiin makasih bang",0,0,0,0
"bang vpn nya gratis bang atau gimana",0,0,0,0
"kalo mau ganti suara gimana ya caranya?",0,0,0,0
"buka aja history,atau simpan linknya",0,0,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. output-nya kurang akurat buat kebutuhan profesional. gas terus",0,0,0,0
"ngebantu cari ide konten pas lagi mampet. gokil",0,0,0,0
"ur website link ",0,0,0,0
"apa yang lawak",0,0,0,0
"error: an error occurred during video generation: {error:{code:404,message:models/vo-3.0-generate-preview is not found for api version v1beta,or is not supported for predictlongrunning. call listmodels to see the list of available models and their supported methods.,status:not_found}}",0,0,0,0
"ai kelemahanya di mulut waktu bicara perhatikan secara cermat",0,0,0,0
"simpel dan elegan,navigasinya enak dipandang. viral di tiktok mangkanya nyobain,ternyata emang keren. asli",0,0,5,0
"kuota boros banget buat generate video 10 detik doang. wkwk",0,0,0,0
"dasar orang goblok tidak tau ai sok tahu cari tahu dulu begok",0,0,0,0
"gelisah banget gw",0,0,0,0
"kata kata tymoti sedikit demi sedikit udah mulai terbukti.....",0,0,0,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. koneksi internet harus stabil biar tidak gagal terus.",0,0,3,0
"caption keluar dari obrolan ",0,0,0,0
"malam kak..mungkin coba bisa ikuti panduan manual yang ada di deskripsi video ya",0,0,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. boleh lah",0,0,0,2
"berubah gmn bg?",0,0,0,0
"kok gemini di saya tidak ada untuk video nya ya? yang ada cuma deep research dan canvas. gimana carnya bang",0,0,0,0
"temen-temen kantor udah pada pake,masa saya nggak. asli",0,0,0,0
"fyp gw knp ai mulu ya dari tadi",0,0,0,0
"bisa kok",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. temen-temen kantor udah pada pake,masa saya nggak.",0,4,0,0
"setting dulu size ke 9:16 di generate gambarnya nanti animate nya ngikut,dan kalau hasilnya masih lanscape,nanti bisa crop di editor video pas mau editing",0,0,0,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. gokil",0,0,5,0
"ngeri coy nanti bisa di salahgunakan",0,0,0,0
"itu bukan orang new york",0,0,0,0
"iya,pada dasarnya apa pun yang aku lihat sekarang aku langsung komen gimana cara kita verifikasi ini",0,0,0,0
"masyaallah terima kasih ilmu nya,saya sudah coba praktekan namun sementara saat untuk ucapannya belum keluar,mungkin ada yang tertinggal,saya coba pelajari lagi,atas ilmunya semoga allah melimpahkan kesehatan dan rezeki yang luas untuk mas dan channel ini,amiin",0,0,0,0
"hasil video tetap bahasa ingris kenap yah..?",0,0,0,0
"saverajaampat maaf oot,tapi berita ini gaboleh redup",0,0,0,0
"kami dari 27 bulan mei",0,0,0,0
"bikin alur cerita tentang majapahit nya ka",0,0,0,0
"trik biar suara karakter tidak berubah dari satu video ke video berikutnya gimana bang?",0,0,0,0
"​ yang bisa apa bang?",0,0,0,0
"support-nya oke,ada panduan lengkap di websitenya.",0,1,0,0
"​ solusi terbaik ",0,0,5,0
"aamiin makasih mas",0,0,0,0
"failed to generate api key: permission denied. please try again.",0,0,0,0
orang luar negri main vo3 juga tidak si? soalnya saya cari hasil video orang luar negri tidak ada,0,0,0,0
"ngk ngomong sudah tau ai",0,0,0,0
"simulacra tingkat 4 kalo kata baudrillard",0,0,0,0
"kamu bnivibedibliillle!",0,0,0,0
"simpel dan elegan,navigasinya enak dipandang.",0,0,0,0
"percaya atau tidak,buktikan saja dan nikmati huru haranya",0,0,0,0
"bisa pake wajah kita ya mase",0,0,0,0
عَنْ عَبْدِ اللَّهِ قَالَ سَمِعْتُ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَقُولُ إِنَّ أَشَدَّ النَّاسِ عَذَابًا عِنْدَ اللَّهِ يَوْمَ الْقِيَامَةِ الْمُصَوِّرُونَ,0,0,0,0
"sama2..bisa coba ikuti panduan manual yang ada di deskripsi kak",0,0,0,0
"kereeen",0,0,5,0
"innalillahi",0,0,0,0
"durasinya cuma 8 detik pengen durasi 60 detik tidak bs",0,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. koneksi internet harus stabil biar tidak gagal terus. anjir",3,0,4,0
"buat prompt generatornya? pakai canvas di gemini google kak,ada di bagian akhir video",0,0,0,0
"ayo bang cara pakai android plisss",0,0,0,0
"apakah ini salah satu alat untuk terciptanya fitnah akhir zaman ? (saya bertanya dengan nada dan dakwah)",0,0,0,0
"betul.. tapi progressnya nanti akan halus,sulit membedakan dg yang aslinya",0,0,0,0
"��",0,0,0,0
"masih bisa ka?",0,0,0,0
malah kagak muncul veo 3.,0,0,0,0
"liat promt nya kak",0,0,0,0
"fyi guyss. majapahit itu kuat jg di armada laut nya krna udh bljar dari kerajaan swarnadwipa (skrang sumatra). dulu pemimpin tertinggi pasukan laut majapahit itu dipimpin laksamana nala (mpu nala). cmiiw yaa guys",0,0,0,0
"kl untuk di hp app nya di video ini ngga bisa kak",0,0,0,0
"sayang banget harus pake vpn baru bisa akses. ribet bener interfacenya,bingung mau klik mana.",0,0,0,0
"siabangnya juga ternyata videonya hasil veo 3",0,0,0,0
"bikin versi ai yang pika art juga bang",0,0,0,0
"biasa,ai sering bikin kesalahan jg",0,0,0,0
"banyak influencer yang bahas,jadi penasaran.",0,0,0,0
"cara pakainya gampang banget,gak perlu tutorial. no debat",0,4,0,0
"kak.. bedanya whisk sama flow apa ya nanti",0,0,0,0
"ko aku nyoba video ai suaranya malah inggris bukan indo",0,0,0,0
"simpel dan elegan,navigasinya enak dipandang. output-nya kurang akurat buat kebutuhan profesional.",3,3,3,3
"buat konsepnya terlebih dahulu secara terstuktur dan detailkan prompt sesuai generator prompt veo 3.,maka secara otomatis gemini akan membuat prompt generator sprt yang kita mau..",0,0,0,0
"orang di videonya pakai foto sendiri sebagai sample bisa gak,bang ?",0,0,0,0
"enak nih kalo mau buat sinetron ala²,edit² dikit",0,0,0,0
"gas",0,0,0,0
"wahhh ilmu langka",0,0,0,0
"bang cara biar video berbahasa indonesia gimana ?",0,0,0,0
"tambahkan prompt berkata dalam bahasa indonesia",0,0,0,0
"mantap bener lah nanti bikin lah",0,0,0,0
"knp tidak bs kk",0,0,0,0
"pake hp android bisa g bang",0,0,0,0
"terus cara masuk kan videonya kek mana",0,0,0,0
"wajah dan bajunya kok bisa konsisten tidak ganti2 ya",0,0,0,0
"aamiin,doa baik kembali ke kakak juga,terimakasih ya kak",0,0,0,0
"hasilnya ko tidak ada suaranya ya",0,0,0,0
"ai",0,0,0,0
"semakin canggih semakin banyak fitnah di depan mata..",0,0,0,0
"waduh kok teknologi ai hampir mirp seperti manusia",0,0,0,0
"user friendly parah,pemula pasti langsung paham. parah sih",0,4,0,0
"mayan ini buat nipu orang gptek,orang tua,orang kmpung ",0,0,0,0
"yang saya ngga ada suara banv",0,0,0,0
"sehari cuma bisa 8 video ya bang?",0,0,0,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. ngebantu cari ide konten pas lagi mampet. mending skip",0,0,0,0
"saya sendiri selalu dapat 100 kredit tiap bulanya,mungkin bisa jadi sistem udah diupgrade juga kali ya...",0,0,0,0
"antar video apa bisa konsisten bang wajah subjeknya?",0,0,0,0
"makasih ngab ",0,0,0,0
"wkwkwkwk",0,0,0,0
"ai di pergunakan dengan bijak ,keren ka",0,0,0,0
"ini belajar nya dimana",0,0,0,0
"rapi banget hasilnya ",0,0,0,0
"bang ko di gua mah hasilnya tidak ada suaranya",0,0,0,0
