comment,sentiment,PE,EE,SI,FC
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. instalasi vpn-nya bikin pusing tujuh keliling. no debat",negative,1,0,1,0
"menu-menunya membingungkan,banyak iklan ganggu. gas terus",negative,0,0,1,0
"menu-menunya membingungkan,banyak iklan ganggu.",negative,0,1,1,0
hp kentang saya tidak kuat jalanin aplikasi ini. mending skip,negative,0,0,0,1
"temen-temen kantor udah pada pake,masa saya nggak. hp kentang saya tidak kuat jalanin aplikasi ini. no debat",neutral,1,0,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. boleh lah",neutral,1,1,1,1
"menu-menunya membingungkan,banyak iklan ganggu. tools ini ngebantu banget buat nyelesain tugas kuliah. gokil",negative,1,1,5,1
"user friendly parah,pemula pasti langsung paham. gas terus",positive,0,5,1,1
"support-nya oke,ada panduan lengkap di websitenya. asli",positive,0,1,1,0
kuota boros banget buat generate video 10 detik doang. rekomendasi dari komunitas ai ini emang tidak pernah gagal.,negative,1,0,1,0
"support-nya oke,ada panduan lengkap di websitenya. gas terus",positive,0,1,1,1
dosen saya nyaranin pake ini buat riset. sangat efektif untuk meningkatkan produktivitas kerja. gas terus,positive,1,1,5,1
"banyak influencer yang bahas,jadi penasaran.",neutral,0,1,1,0
"simpel dan elegan,navigasinya enak dipandang. parah sih",positive,0,1,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. koneksi internet harus stabil biar tidak gagal terus.",positive,1,1,4,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. anjir",positive,1,0,1,1
"menu-menunya membingungkan,banyak iklan ganggu. tidak guna,malah bikin kerjaan makin numpuk. gas terus",negative,0,0,1,0
"hasil generate-nya oke punya,bikin kerjaan sat set. anjir",neutral,1,1,1,1
"cara pakainya gampang banget,gak perlu tutorial. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,5,2,2
"simpel dan elegan,navigasinya enak dipandang.",positive,1,1,1,0
"menu-menunya membingungkan,banyak iklan ganggu. rekomendasi dari komunitas ai ini emang tidak pernah gagal. asli",negative,0,0,1,0
"simpel dan elegan,navigasinya enak dipandang.",positive,1,1,1,0
"hasil generate-nya oke punya,bikin kerjaan sat set. banyak influencer yang bahas,jadi penasaran. parah sih",negative,0,1,1,1
"support-nya oke,ada panduan lengkap di websitenya. simpel dan elegan,navigasinya enak dipandang. no debat",positive,0,3,4,1
"menu-menunya membingungkan,banyak iklan ganggu. sangat efektif untuk meningkatkan produktivitas kerja.",negative,1,1,5,1
"support-nya oke,ada panduan lengkap di websitenya. wkwk",positive,1,1,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. simpel dan elegan,navigasinya enak dipandang.",positive,1,1,5,3
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,1,1,1,0
output-nya kurang akurat buat kebutuhan profesional.,negative,1,1,0,0
"instalasi vpn-nya bikin pusing tujuh keliling. hasil generate-nya oke punya,bikin kerjaan sat set.",negative,1,1,1,1
instalasi vpn-nya bikin pusing tujuh keliling. sayang banget harus pake vpn baru bisa akses.,negative,0,1,0,1
"ribet bener interfacenya,bingung mau klik mana. laptop spek rendah tetep bisa akses lewat cloud,mantap. anjir",negative,0,1,1,3
kuota boros banget buat generate video 10 detik doang. wkwk,negative,0,0,0,1
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,1,1,1,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,1,1,5,3
"tidak guna,malah bikin kerjaan makin numpuk. user friendly parah,pemula pasti langsung paham. asli",negative,0,5,1,1
"user friendly parah,pemula pasti langsung paham. mending skip",positive,0,5,1,1
"ngebantu cari ide konten pas lagi mampet. simpel dan elegan,navigasinya enak dipandang.",positive,1,0,3,1
"tools ini ngebantu banget buat nyelesain tugas kuliah. simpel dan elegan,navigasinya enak dipandang. gas terus",positive,1,1,5,1
instalasi vpn-nya bikin pusing tujuh keliling.,negative,1,1,0,0
rekomendasi dari komunitas ai ini emang tidak pernah gagal. anjir,positive,1,0,1,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. output-nya kurang akurat buat kebutuhan profesional.",negative,1,1,2,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
"koneksi internet harus stabil biar tidak gagal terus. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,1,0,5,0
output-nya kurang akurat buat kebutuhan profesional. instalasi vpn-nya bikin pusing tujuh keliling. gas terus,negative,1,1,1,0
"sangat efektif untuk meningkatkan produktivitas kerja. menu-menunya membingungkan,banyak iklan ganggu. anjir",positive,1,1,5,0
dosen saya nyaranin pake ini buat riset. sangat efektif untuk meningkatkan produktivitas kerja.,positive,1,1,5,1
sayang banget harus pake vpn baru bisa akses. output-nya kurang akurat buat kebutuhan profesional. mending skip,negative,0,1,1,1
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,1,1,1,0
ngebantu cari ide konten pas lagi mampet. mending skip,neutral,0,0,1,1
"temen-temen kantor udah pada pake,masa saya nggak. wkwk",neutral,0,1,1,0
"hp kentang saya tidak kuat jalanin aplikasi ini. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",negative,1,1,1,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal. kuota boros banget buat generate video 10 detik doang. no debat,negative,1,0,3,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. output-nya kurang akurat buat kebutuhan profesional. wkwk",positive,1,1,5,1
"viral di tiktok mangkanya nyobain,ternyata emang keren. ngebantu cari ide konten pas lagi mampet. mending skip",positive,0,0,2,1
"kuota boros banget buat generate video 10 detik doang. menu-menunya membingungkan,banyak iklan ganggu.",negative,0,0,1,0
"sangat efektif untuk meningkatkan produktivitas kerja. ribet bener interfacenya,bingung mau klik mana.",positive,1,3,5,1
"tidak guna,malah bikin kerjaan makin numpuk. rekomendasi dari komunitas ai ini emang tidak pernah gagal. boleh lah",negative,1,0,1,0
"ngebantu cari ide konten pas lagi mampet. ribet bener interfacenya,bingung mau klik mana. no debat",negative,1,1,1,1
"ngebantu cari ide konten pas lagi mampet. laptop spek rendah tetep bisa akses lewat cloud,mantap. gokil",positive,1,1,5,2
"menu-menunya membingungkan,banyak iklan ganggu. ngebantu cari ide konten pas lagi mampet.",negative,1,0,1,0
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,1,0,1,0
sangat efektif untuk meningkatkan produktivitas kerja. koneksi internet harus stabil biar tidak gagal terus.,positive,1,1,5,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal. koneksi internet harus stabil biar tidak gagal terus. gokil,positive,1,1,5,1
"kuota boros banget buat generate video 10 detik doang. tidak guna,malah bikin kerjaan makin numpuk. gas terus",negative,0,0,1,1
"hp kentang saya tidak kuat jalanin aplikasi ini. simpel dan elegan,navigasinya enak dipandang.",positive,1,1,1,1
"tools ini ngebantu banget buat nyelesain tugas kuliah. viral di tiktok mangkanya nyobain,ternyata emang keren. anjir",positive,1,0,5,0
koneksi internet harus stabil biar tidak gagal terus.,neutral,1,1,1,1
"instalasi vpn-nya bikin pusing tujuh keliling. hasil generate-nya oke punya,bikin kerjaan sat set.",negative,1,1,1,1
output-nya kurang akurat buat kebutuhan profesional. boleh lah,negative,1,1,1,1
sayang banget harus pake vpn baru bisa akses. tools ini ngebantu banget buat nyelesain tugas kuliah. gas terus,positive,1,0,3,1
"ngebantu cari ide konten pas lagi mampet. user friendly parah,pemula pasti langsung paham. boleh lah",positive,0,5,1,1
dosen saya nyaranin pake ini buat riset. tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,0,1,1,1
"temen-temen kantor udah pada pake,masa saya nggak. sangat efektif untuk meningkatkan produktivitas kerja.",positive,1,1,5,1
"koneksi internet harus stabil biar tidak gagal terus. simpel dan elegan,navigasinya enak dipandang.",positive,1,1,1,1
koneksi internet harus stabil biar tidak gagal terus. rekomendasi dari komunitas ai ini emang tidak pernah gagal. wkwk,positive,1,0,2,1
dosen saya nyaranin pake ini buat riset. sayang banget harus pake vpn baru bisa akses. boleh lah,neutral,0,1,1,1
"banyak influencer yang bahas,jadi penasaran.",neutral,0,1,1,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. tidak guna,malah bikin kerjaan makin numpuk. anjir",positive,0,0,1,2
"banyak influencer yang bahas,jadi penasaran.",neutral,0,1,1,0
ngebantu cari ide konten pas lagi mampet. dosen saya nyaranin pake ini buat riset.,positive,1,0,1,1
"support-nya oke,ada panduan lengkap di websitenya. banyak influencer yang bahas,jadi penasaran.",positive,1,1,1,1
dosen saya nyaranin pake ini buat riset. output-nya kurang akurat buat kebutuhan profesional.,negative,0,1,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. ribet bener interfacenya,bingung mau klik mana. wkwk",negative,1,1,1,1
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,1,0,5,0
sangat efektif untuk meningkatkan produktivitas kerja.,positive,1,1,5,1
"support-nya oke,ada panduan lengkap di websitenya. temen-temen kantor udah pada pake,masa saya nggak.",neutral,1,1,1,1
"user friendly parah,pemula pasti langsung paham. gas terus",positive,0,5,1,1
"hasil generate-nya oke punya,bikin kerjaan sat set. anjir",neutral,1,1,1,1
"banyak influencer yang bahas,jadi penasaran. simpel dan elegan,navigasinya enak dipandang.",positive,1,0,1,1
kuota boros banget buat generate video 10 detik doang. tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,0,0,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. temen-temen kantor udah pada pake,masa saya nggak.",positive,0,1,1,3
sayang banget harus pake vpn baru bisa akses.,neutral,0,1,0,1
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. ribet bener interfacenya,bingung mau klik mana. gas terus",positive,1,1,3,0
"cara pakainya gampang banget,gak perlu tutorial. asli",positive,1,5,0,1
"banyak influencer yang bahas,jadi penasaran. ngebantu cari ide konten pas lagi mampet.",positive,1,0,1,1
"koneksi internet harus stabil biar tidak gagal terus. user friendly parah,pemula pasti langsung paham. asli",positive,0,5,1,1
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. menu-menunya membingungkan,banyak iklan ganggu.",negative,1,0,1,0
"ribet bener interfacenya,bingung mau klik mana.",negative,0,2,0,0
kuota boros banget buat generate video 10 detik doang. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,negative,1,1,1,1
"ngebantu cari ide konten pas lagi mampet. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,1,0,5,0
"user friendly parah,pemula pasti langsung paham. no debat",positive,0,5,1,0
"ngebantu cari ide konten pas lagi mampet. simpel dan elegan,navigasinya enak dipandang.",positive,1,0,3,1
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,1,1,1,1
instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,neutral,0,1,1,1
dosen saya nyaranin pake ini buat riset.,neutral,0,1,1,0
"sayang banget harus pake vpn baru bisa akses. banyak influencer yang bahas,jadi penasaran.",positive,1,1,1,1
"temen-temen kantor udah pada pake,masa saya nggak. gas terus",neutral,1,0,1,0
sayang banget harus pake vpn baru bisa akses. parah sih,negative,0,0,1,1
"tidak guna,malah bikin kerjaan makin numpuk. simpel dan elegan,navigasinya enak dipandang. no debat",positive,1,0,1,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
koneksi internet harus stabil biar tidak gagal terus.,neutral,1,1,1,1
koneksi internet harus stabil biar tidak gagal terus.,neutral,1,1,1,1
"support-nya oke,ada panduan lengkap di websitenya.",positive,1,1,0,0
"menu-menunya membingungkan,banyak iklan ganggu. boleh lah",negative,0,1,1,0
koneksi internet harus stabil biar tidak gagal terus.,neutral,1,1,1,1
instalasi vpn-nya bikin pusing tujuh keliling. no debat,negative,1,0,0,0
"hasil generate-nya oke punya,bikin kerjaan sat set. cara pakainya gampang banget,gak perlu tutorial. mending skip",positive,0,5,1,1
"user friendly parah,pemula pasti langsung paham. wkwk",positive,0,5,1,0
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. support-nya oke,ada panduan lengkap di websitenya.",positive,1,1,3,1
"hasil generate-nya oke punya,bikin kerjaan sat set. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,1,0,5,0
tools ini ngebantu banget buat nyelesain tugas kuliah. gas terus,positive,0,0,3,1
"support-nya oke,ada panduan lengkap di websitenya. mending skip",neutral,0,1,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. gokil",positive,0,1,5,3
sangat efektif untuk meningkatkan produktivitas kerja.,positive,1,1,5,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",positive,1,1,1,0
"user friendly parah,pemula pasti langsung paham. anjir",positive,0,5,1,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,1,0,1,0
kuota boros banget buat generate video 10 detik doang. no debat,negative,1,0,0,1
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. menu-menunya membingungkan,banyak iklan ganggu. parah sih",negative,0,0,2,0
"ngebantu cari ide konten pas lagi mampet. support-nya oke,ada panduan lengkap di websitenya. parah sih",positive,0,1,2,1
"cara pakainya gampang banget,gak perlu tutorial. output-nya kurang akurat buat kebutuhan profesional. parah sih",positive,0,5,1,1
dosen saya nyaranin pake ini buat riset. koneksi internet harus stabil biar tidak gagal terus. mending skip,neutral,0,0,1,1
"kuota boros banget buat generate video 10 detik doang. cara pakainya gampang banget,gak perlu tutorial. no debat",negative,0,5,1,1
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. support-nya oke,ada panduan lengkap di websitenya. gokil",positive,1,1,5,1
sangat efektif untuk meningkatkan produktivitas kerja. instalasi vpn-nya bikin pusing tujuh keliling. wkwk,positive,1,1,5,0
hp kentang saya tidak kuat jalanin aplikasi ini. mending skip,negative,0,0,0,1
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,1,1,1,0
"menu-menunya membingungkan,banyak iklan ganggu.",negative,0,1,1,0
"viral di tiktok mangkanya nyobain,ternyata emang keren. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,1,0,5,2
instalasi vpn-nya bikin pusing tujuh keliling. anjir,negative,1,0,0,0
"menu-menunya membingungkan,banyak iklan ganggu.",negative,0,1,1,0
"cara pakainya gampang banget,gak perlu tutorial. support-nya oke,ada panduan lengkap di websitenya.",positive,0,5,1,1
"banyak influencer yang bahas,jadi penasaran. sayang banget harus pake vpn baru bisa akses.",positive,1,1,1,1
sangat efektif untuk meningkatkan produktivitas kerja. hp kentang saya tidak kuat jalanin aplikasi ini. wkwk,positive,1,1,5,1
"tidak guna,malah bikin kerjaan makin numpuk. sayang banget harus pake vpn baru bisa akses. wkwk",negative,0,0,1,1
dosen saya nyaranin pake ini buat riset. hp kentang saya tidak kuat jalanin aplikasi ini.,neutral,0,0,1,1
dosen saya nyaranin pake ini buat riset.,neutral,0,1,1,0
"support-nya oke,ada panduan lengkap di websitenya. user friendly parah,pemula pasti langsung paham. gas terus",positive,1,5,2,1
sayang banget harus pake vpn baru bisa akses.,neutral,0,1,0,1
ngebantu cari ide konten pas lagi mampet. boleh lah,neutral,1,1,1,1
"support-nya oke,ada panduan lengkap di websitenya. instalasi vpn-nya bikin pusing tujuh keliling.",neutral,1,1,1,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal. gokil,positive,1,1,5,1
"tidak guna,malah bikin kerjaan makin numpuk. dosen saya nyaranin pake ini buat riset.",negative,0,0,1,1
"sayang banget harus pake vpn baru bisa akses. menu-menunya membingungkan,banyak iklan ganggu.",negative,0,0,1,1
"banyak influencer yang bahas,jadi penasaran. mending skip",neutral,0,1,1,0
"kuota boros banget buat generate video 10 detik doang. simpel dan elegan,navigasinya enak dipandang.",negative,1,0,1,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,1,0,1,0
kuota boros banget buat generate video 10 detik doang.,negative,0,0,0,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal. output-nya kurang akurat buat kebutuhan profesional.,negative,1,0,2,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. menu-menunya membingungkan,banyak iklan ganggu. parah sih",negative,0,0,1,2
"menu-menunya membingungkan,banyak iklan ganggu. koneksi internet harus stabil biar tidak gagal terus.",negative,1,1,1,1
"cara pakainya gampang banget,gak perlu tutorial. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,5,1,1
"output-nya kurang akurat buat kebutuhan profesional. user friendly parah,pemula pasti langsung paham. no debat",negative,0,5,1,1
"hasil generate-nya oke punya,bikin kerjaan sat set. banyak influencer yang bahas,jadi penasaran. parah sih",negative,0,1,1,1
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. support-nya oke,ada panduan lengkap di websitenya. boleh lah",positive,1,1,2,1
"support-nya oke,ada panduan lengkap di websitenya.",positive,1,1,0,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,1,1,1,0
"dosen saya nyaranin pake ini buat riset. support-nya oke,ada panduan lengkap di websitenya.",neutral,0,1,1,1
"temen-temen kantor udah pada pake,masa saya nggak. asli",neutral,0,1,1,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,1,1,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal. anjir,positive,1,0,1,0
instalasi vpn-nya bikin pusing tujuh keliling. mending skip,negative,0,0,1,1
"kuota boros banget buat generate video 10 detik doang. hasil generate-nya oke punya,bikin kerjaan sat set. asli",negative,1,1,1,1
"support-nya oke,ada panduan lengkap di websitenya. ribet bener interfacenya,bingung mau klik mana.",negative,0,3,0,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. boleh lah",positive,0,0,1,3
sayang banget harus pake vpn baru bisa akses.,neutral,0,1,0,1
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,1,1,1,0
ngebantu cari ide konten pas lagi mampet. rekomendasi dari komunitas ai ini emang tidak pernah gagal. gokil,positive,1,1,5,1
tools ini ngebantu banget buat nyelesain tugas kuliah. sayang banget harus pake vpn baru bisa akses.,positive,0,1,1,1
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,1,1,1,0
"support-nya oke,ada panduan lengkap di websitenya. gokil",positive,1,2,5,1
ngebantu cari ide konten pas lagi mampet.,positive,1,1,1,0
instalasi vpn-nya bikin pusing tujuh keliling. mending skip,negative,0,0,1,1
"viral di tiktok mangkanya nyobain,ternyata emang keren. menu-menunya membingungkan,banyak iklan ganggu.",positive,1,0,1,0
"dosen saya nyaranin pake ini buat riset. tidak guna,malah bikin kerjaan makin numpuk. asli",negative,0,0,1,0
output-nya kurang akurat buat kebutuhan profesional. mending skip,negative,0,1,1,0
ngebantu cari ide konten pas lagi mampet. gokil,positive,1,1,5,1
ngebantu cari ide konten pas lagi mampet.,positive,1,1,1,0
"koneksi internet harus stabil biar tidak gagal terus. user friendly parah,pemula pasti langsung paham. gas terus",positive,0,5,2,1
"menu-menunya membingungkan,banyak iklan ganggu.",negative,0,1,1,0
"support-nya oke,ada panduan lengkap di websitenya. ribet bener interfacenya,bingung mau klik mana. parah sih",negative,0,2,1,1
"user friendly parah,pemula pasti langsung paham. mending skip",positive,0,5,1,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal. no debat,positive,1,0,2,0
"menu-menunya membingungkan,banyak iklan ganggu. hasil generate-nya oke punya,bikin kerjaan sat set. parah sih",negative,0,0,1,1
"menu-menunya membingungkan,banyak iklan ganggu.",negative,0,1,1,0
output-nya kurang akurat buat kebutuhan profesional. hp kentang saya tidak kuat jalanin aplikasi ini.,negative,1,1,0,1
instalasi vpn-nya bikin pusing tujuh keliling. asli,negative,1,1,0,0
hp kentang saya tidak kuat jalanin aplikasi ini. ngebantu cari ide konten pas lagi mampet.,negative,1,0,1,1
"hasil generate-nya oke punya,bikin kerjaan sat set. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,1,2,1
"support-nya oke,ada panduan lengkap di websitenya. dosen saya nyaranin pake ini buat riset.",positive,0,1,1,1
tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,1,1,1,0
"ngebantu cari ide konten pas lagi mampet. temen-temen kantor udah pada pake,masa saya nggak.",neutral,1,1,1,1
output-nya kurang akurat buat kebutuhan profesional. dosen saya nyaranin pake ini buat riset. anjir,negative,0,1,1,0
"temen-temen kantor udah pada pake,masa saya nggak. gas terus",neutral,1,0,1,0
rekomendasi dari komunitas ai ini emang tidak pernah gagal. output-nya kurang akurat buat kebutuhan profesional.,negative,1,0,2,1
"hasil generate-nya oke punya,bikin kerjaan sat set. sayang banget harus pake vpn baru bisa akses. no debat",positive,1,1,1,1
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. user friendly parah,pemula pasti langsung paham. gokil",positive,1,5,5,1
koneksi internet harus stabil biar tidak gagal terus. gas terus,neutral,0,0,1,1
rekomendasi dari komunitas ai ini emang tidak pernah gagal. mending skip,positive,0,0,1,0
sangat efektif untuk meningkatkan produktivitas kerja.,positive,1,1,5,1
dosen saya nyaranin pake ini buat riset. koneksi internet harus stabil biar tidak gagal terus. gokil,positive,0,1,3,1
"hasil generate-nya oke punya,bikin kerjaan sat set. user friendly parah,pemula pasti langsung paham.",positive,0,5,1,1
"temen-temen kantor udah pada pake,masa saya nggak. simpel dan elegan,navigasinya enak dipandang.",positive,1,1,3,1
"cara pakainya gampang banget,gak perlu tutorial.",positive,1,5,0,1
"kuota boros banget buat generate video 10 detik doang. banyak influencer yang bahas,jadi penasaran. anjir",negative,0,0,1,0
"hasil generate-nya oke punya,bikin kerjaan sat set. laptop spek rendah tetep bisa akses lewat cloud,mantap. wkwk",positive,1,0,2,3
sayang banget harus pake vpn baru bisa akses. parah sih,negative,0,0,1,1
"temen-temen kantor udah pada pake,masa saya nggak. cara pakainya gampang banget,gak perlu tutorial. no debat",neutral,0,5,1,1
ngebantu cari ide konten pas lagi mampet. koneksi internet harus stabil biar tidak gagal terus.,positive,1,0,1,1
"instalasi vpn-nya bikin pusing tujuh keliling. laptop spek rendah tetep bisa akses lewat cloud,mantap. wkwk",negative,0,0,3,4
"ribet bener interfacenya,bingung mau klik mana.",negative,0,2,0,0
"banyak influencer yang bahas,jadi penasaran. boleh lah",neutral,0,1,1,0
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. sayang banget harus pake vpn baru bisa akses.",positive,1,0,1,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,0,0,1,4
kuota boros banget buat generate video 10 detik doang. sangat efektif untuk meningkatkan produktivitas kerja.,negative,1,1,5,1
sayang banget harus pake vpn baru bisa akses.,neutral,0,1,0,1
hp kentang saya tidak kuat jalanin aplikasi ini. no debat,negative,1,0,0,1
"menu-menunya membingungkan,banyak iklan ganggu. support-nya oke,ada panduan lengkap di websitenya. mending skip",negative,0,1,1,1
"ribet bener interfacenya,bingung mau klik mana. mending skip",negative,0,1,0,0
"ribet bener interfacenya,bingung mau klik mana. output-nya kurang akurat buat kebutuhan profesional. mending skip",negative,0,1,0,1
kuota boros banget buat generate video 10 detik doang. ngebantu cari ide konten pas lagi mampet.,negative,1,0,1,1
"banyak influencer yang bahas,jadi penasaran. anjir",neutral,0,1,1,0
ngebantu cari ide konten pas lagi mampet.,positive,1,1,1,0
kuota boros banget buat generate video 10 detik doang.,negative,0,0,0,1
"tools ini ngebantu banget buat nyelesain tugas kuliah. menu-menunya membingungkan,banyak iklan ganggu.",positive,0,0,1,0
sayang banget harus pake vpn baru bisa akses. boleh lah,neutral,0,1,1,1
ngebantu cari ide konten pas lagi mampet.,positive,1,1,1,0
"sangat efektif untuk meningkatkan produktivitas kerja. tidak peduli orang bilang apa,saya tetep nyaman pake ini. parah sih",positive,1,1,5,1
kuota boros banget buat generate video 10 detik doang.,negative,0,0,0,1
"banyak influencer yang bahas,jadi penasaran. wkwk",positive,0,1,1,0
output-nya kurang akurat buat kebutuhan profesional. gokil,negative,1,1,1,1
"support-nya oke,ada panduan lengkap di websitenya.",positive,1,1,0,0
"koneksi internet harus stabil biar tidak gagal terus. ribet bener interfacenya,bingung mau klik mana. no debat",neutral,0,1,0,1
"ngebantu cari ide konten pas lagi mampet. temen-temen kantor udah pada pake,masa saya nggak. parah sih",neutral,1,0,1,1
hp kentang saya tidak kuat jalanin aplikasi ini. gas terus,negative,1,0,0,1
"hasil generate-nya oke punya,bikin kerjaan sat set. support-nya oke,ada panduan lengkap di websitenya.",positive,1,1,1,1
"banyak influencer yang bahas,jadi penasaran.",neutral,0,1,1,0
"ribet bener interfacenya,bingung mau klik mana. sangat efektif untuk meningkatkan produktivitas kerja. gokil",positive,1,2,5,1
"simpel dan elegan,navigasinya enak dipandang. temen-temen kantor udah pada pake,masa saya nggak.",positive,0,1,1,1
"tidak guna,malah bikin kerjaan makin numpuk.",negative,0,0,1,0
"temen-temen kantor udah pada pake,masa saya nggak. menu-menunya membingungkan,banyak iklan ganggu. anjir",negative,0,0,1,0
"user friendly parah,pemula pasti langsung paham. rekomendasi dari komunitas ai ini emang tidak pernah gagal. parah sih",positive,1,5,4,1
"banyak influencer yang bahas,jadi penasaran. simpel dan elegan,navigasinya enak dipandang. gas terus",positive,1,0,1,1
"banyak influencer yang bahas,jadi penasaran. anjir",neutral,0,1,1,0
hp kentang saya tidak kuat jalanin aplikasi ini. gas terus,negative,1,0,0,1
"hasil generate-nya oke punya,bikin kerjaan sat set. parah sih",positive,1,1,1,1
dosen saya nyaranin pake ini buat riset. mending skip,neutral,0,0,1,1
"temen-temen kantor udah pada pake,masa saya nggak. parah sih",neutral,1,1,1,0
"sangat efektif untuk meningkatkan produktivitas kerja. ribet bener interfacenya,bingung mau klik mana. asli",positive,1,3,5,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. sangat efektif untuk meningkatkan produktivitas kerja.",positive,1,1,5,2
"tidak guna,malah bikin kerjaan makin numpuk.",negative,0,0,1,0
tools ini ngebantu banget buat nyelesain tugas kuliah. dosen saya nyaranin pake ini buat riset.,positive,0,1,1,1
koneksi internet harus stabil biar tidak gagal terus. anjir,neutral,0,0,1,1
"menu-menunya membingungkan,banyak iklan ganggu. gas terus",negative,0,0,1,0
"temen-temen kantor udah pada pake,masa saya nggak. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,1,0,2,3
rekomendasi dari komunitas ai ini emang tidak pernah gagal. parah sih,positive,1,0,5,0
"laptop spek rendah tetep bisa akses lewat cloud,mantap. menu-menunya membingungkan,banyak iklan ganggu.",negative,0,0,1,2
"cara pakainya gampang banget,gak perlu tutorial.",positive,1,5,0,1
"sangat efektif untuk meningkatkan produktivitas kerja. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,1,5,1
"cara pakainya gampang banget,gak perlu tutorial.",positive,1,5,0,1
"laptop spek rendah tetep bisa akses lewat cloud,mantap. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,1,1,5,4
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. sangat efektif untuk meningkatkan produktivitas kerja.",positive,1,1,5,1
"hasil generate-nya oke punya,bikin kerjaan sat set. gokil",positive,1,1,5,1
dosen saya nyaranin pake ini buat riset. hp kentang saya tidak kuat jalanin aplikasi ini. no debat,neutral,0,0,1,1
"banyak influencer yang bahas,jadi penasaran. asli",positive,0,1,1,0
kuota boros banget buat generate video 10 detik doang. anjir,negative,0,0,0,1
"sayang banget harus pake vpn baru bisa akses. ribet bener interfacenya,bingung mau klik mana.",negative,0,1,0,1
hp kentang saya tidak kuat jalanin aplikasi ini. dosen saya nyaranin pake ini buat riset. anjir,negative,0,1,0,1
"user friendly parah,pemula pasti langsung paham. boleh lah",positive,0,5,1,0
dosen saya nyaranin pake ini buat riset.,neutral,0,1,1,0
